title,type,release_year,runtime,seasons,imdb_score,imdb_votes,lead_production,production_countries_cnt,lead_genres,genres_cnt,movie_cluster,dbscan_clusters
Mere Brother Ki Dulhan,MOVIE,2011,139,0.0,5.9,9275.0,IN,1,drama,4,40,40
Story Of Queen: Mercury Rising,MOVIE,2011,60,0.0,7.2,200.0,XX,1,documentation,2,64,64
"Park Avenue: Money, Power & The American Dream",MOVIE,2012,70,0.0,7.4,1346.0,US,1,documentation,1,11,11
Ishaqzaade,MOVIE,2012,132,0.0,6.5,7675.0,IN,1,drama,3,40,40
Forget Me Not,MOVIE,2011,93,0.0,6.5,1997.0,GB,1,romance,2,66,66
Hunky Dory,MOVIE,2011,110,0.0,6.2,1246.0,GB,1,comedy,3,43,43
A Bride for Christmas,MOVIE,2012,90,0.0,6.5,4003.0,US,2,comedy,2,2,2
The Speed of Thought,MOVIE,2011,94,0.0,4.8,1823.0,US,1,thriller,2,3,3
National Parks Exploration Series: Yellowstone,MOVIE,2011,68,0.0,7.2,23.0,US,1,documentation,1,11,11
Koch Brothers Exposed,MOVIE,2012,55,0.0,6.5,377.0,US,1,documentation,1,11,11
I Eat Your Skin,MOVIE,2011,93,0.0,6.2,464.0,,1,,1,13,13
Queen Elizabeth II: The Diamond Celebration,MOVIE,2012,90,0.0,6.5,87.0,GB,1,documentation,1,135,135
Sensation,MOVIE,2011,107,0.0,5.9,362.0,IE,1,drama,3,122,122
Come Morning,MOVIE,2012,80,0.0,5.3,385.0,US,1,drama,2,5,5
We'll Take Manhattan,MOVIE,2012,90,0.0,6.6,1174.0,GB,1,drama,2,16,16
Desert Seas,MOVIE,2011,45,0.0,7.7,67.0,US,1,documentation,1,11,11
Made in Mexico,MOVIE,2012,98,0.0,6.9,669.0,MX,1,history,3,-1,-1
Is This a Joke?,MOVIE,2011,19,0.0,5.1,72.0,GB,1,drama,2,16,16
The Woodsman,MOVIE,2012,78,0.0,4.5,193.0,US,1,horror,2,7,7
The Black Tulip,MOVIE,2012,116,0.0,7.1,110.0,AF,2,drama,2,-1,-1
Tom Papa: Live in New York City,MOVIE,2011,57,0.0,7.2,490.0,US,1,comedy,1,2,2
Alyce Kills,MOVIE,2011,90,0.0,5.4,3060.0,US,1,thriller,2,3,3
Musical Chairs,MOVIE,2012,102,0.0,5.8,315.0,US,1,drama,2,5,5
The Norse: An Arctic Mystery,MOVIE,2012,51,0.0,6.7,50.0,CA,1,documentation,1,120,120
Intersexion,MOVIE,2012,68,0.0,7.6,143.0,XX,1,documentation,1,64,64
Dripping in Chocolate,MOVIE,2012,90,0.0,6.2,387.0,AU,2,crime,3,98,98
D.L. Hughley: Reset,MOVIE,2012,58,0.0,6.8,259.0,US,1,comedy,2,2,2
The Wise Kids,MOVIE,2011,91,0.0,6.4,1175.0,US,1,drama,1,5,5
The Intimidation Game,MOVIE,2012,70,0.0,5.5,28.0,US,1,thriller,2,3,3
"El payaso Plim Plim, un hÃ©roe del corazÃ³n",SHOW,2011,20,2.0,6.1,464.0,AR,1,,1,-1,-1
Jim Norton: Please Be Offended,MOVIE,2012,60,0.0,7.0,562.0,US,1,comedy,2,2,2
Little Red Wagon,MOVIE,2012,103,0.0,6.4,610.0,US,1,drama,1,5,5
Black November,MOVIE,2012,95,0.0,5.2,635.0,NG,2,drama,5,172,172
Waiting for Lightning,MOVIE,2012,96,0.0,7.3,673.0,US,1,drama,2,5,5
The Yummy Gummy Search for Santa,MOVIE,2012,61,0.0,6.1,464.0,US,1,animation,1,47,47
Psychophony,MOVIE,2012,80,0.0,3.4,105.0,ES,1,thriller,2,151,151
Family Band: The Cowsills Story,MOVIE,2011,90,0.0,7.6,387.0,US,1,documentation,3,11,11
180,MOVIE,2011,134,0.0,6.1,818.0,IN,1,romance,2,72,72
Because I Love You,MOVIE,2012,105,0.0,3.6,212.0,US,1,action,3,0,0
Thomas & Friends: Blue Mountain Mystery - The Movie,MOVIE,2012,61,0.0,6.7,253.0,US,1,animation,2,47,47
American Virgins,MOVIE,2012,91,0.0,2.6,427.0,US,1,comedy,2,2,2
Look Again,MOVIE,2012,90,0.0,4.7,530.0,CA,1,thriller,2,39,39
The Unbookables,MOVIE,2012,95,0.0,6.1,118.0,US,1,comedy,2,2,2
Tita Rahiba,MOVIE,2012,104,0.0,5.2,700.0,XX,1,comedy,2,101,101
Redakai Conquer the Kairu,SHOW,2011,21,2.0,5.3,232.0,FR,3,animation,3,158,158
Open Five 2,MOVIE,2012,72,0.0,6.7,43.0,US,1,drama,1,5,5
Jamie: Drag Queen at 16,MOVIE,2011,57,0.0,6.1,109.0,GB,1,documentation,1,135,135
"Kevin Nealon: Whelmed, But Not Overly",MOVIE,2012,57,0.0,6.3,176.0,US,1,comedy,1,2,2
Dragon Eyes,MOVIE,2012,88,0.0,4.4,5987.0,US,1,action,4,0,0
Floating City,MOVIE,2012,104,0.0,6.5,408.0,HK,1,drama,1,104,104
Yellow Rock,MOVIE,2011,89,0.0,4.4,528.0,US,1,western,1,4,4
Little Murder,MOVIE,2011,98,0.0,4.9,994.0,US,1,thriller,3,3,3
Not That Funny,MOVIE,2012,100,0.0,5.2,243.0,US,1,drama,2,5,5
ë¶ë¦! ë¶ë¦! ë¸ë£¨ë¯¸ì¦,SHOW,2012,11,3.0,5.1,26.0,KR,1,animation,2,142,142
The Last Movie,MOVIE,2012,103,0.0,7.5,67.0,CA,1,thriller,1,39,39
Snoop Dogg Presents The Bad Girls of Comedy,MOVIE,2012,60,0.0,7.0,101.0,US,1,comedy,1,2,2
Stash House,MOVIE,2012,95,0.0,4.7,2749.0,US,1,thriller,1,3,3
The Hike,MOVIE,2011,83,0.0,3.7,1611.0,GB,1,horror,1,42,42
Fleabag Monkeyface,SHOW,2011,11,1.0,1.3,266.0,GB,1,animation,1,119,119
"Rifftrax Live: ""Manos"" The Hands of Fate",MOVIE,2012,95,0.0,7.7,546.0,US,1,horror,2,7,7
Wars Against Saddam,SHOW,2011,45,1.0,6.1,464.0,,1,,1,148,148
What Happens Next,MOVIE,2011,100,0.0,5.9,837.0,US,1,drama,3,5,5
The End of Time,MOVIE,2012,109,0.0,6.1,406.0,CA,2,documentation,2,120,120
The Liquidator,SHOW,2012,21,4.0,7.0,152.0,CA,1,reality,2,-1,-1
Alcatraz Prison Escape: Deathbed Confession,MOVIE,2012,93,0.0,5.3,217.0,US,1,action,3,0,0
Treasure Chest Of Horrors,MOVIE,2012,70,0.0,2.9,127.0,US,1,horror,2,7,7
Lost in Thailand,MOVIE,2012,105,0.0,6.2,3355.0,CN,2,comedy,2,136,136
Rejoice and Shout,MOVIE,2011,115,0.0,6.3,136.0,US,1,documentation,1,11,11
UnCabaret,SHOW,2012,40,1.0,7.2,22.0,,1,comedy,1,162,162
Loving Miss Hatto,MOVIE,2012,90,0.0,6.6,235.0,GB,1,drama,1,16,16
A Kind of Wonderful Thing,MOVIE,2012,95,0.0,7.8,21.0,CA,1,comedy,3,41,41
Engineering Giants,SHOW,2012,59,1.0,8.2,36.0,GB,1,documentation,1,28,28
Waiting for the Sea,MOVIE,2012,109,0.0,6.3,86.0,FR,5,fantasy,1,-1,-1
Mujhse Fraaandship Karoge,MOVIE,2011,106,0.0,6.9,3956.0,IN,1,comedy,3,18,18
Doggie Boogie - Get Your Grrr On!,MOVIE,2012,87,0.0,3.6,142.0,US,1,family,1,17,17
Josh Blue: Sticky Change,MOVIE,2012,52,0.0,7.3,170.0,US,1,documentation,2,11,11
Streets,MOVIE,2012,90,0.0,4.9,385.0,US,1,drama,2,5,5
Billy Gardell: Halftime,MOVIE,2011,60,0.0,7.8,104.0,US,1,comedy,2,2,2
Mala Aai Vhhaychy!,MOVIE,2011,124,0.0,7.9,125.0,IN,1,music,3,-1,-1
Switchin' The Script,MOVIE,2012,88,0.0,5.0,106.0,US,1,comedy,1,2,2
Oru Nadigaiyin Vakkumoolam,MOVIE,2012,141,0.0,2.9,30.0,IN,1,documentation,3,-1,-1
Deiva Thirumagal,MOVIE,2011,162,0.0,8.2,5765.0,IN,1,drama,2,40,40
Luv Ka The End,MOVIE,2011,106,0.0,4.8,1529.0,IN,1,comedy,2,18,18
Beneath the Darkness,MOVIE,2012,96,0.0,4.5,6022.0,US,1,horror,2,7,7
Exposed,MOVIE,2011,90,0.0,5.1,357.0,CA,1,thriller,1,39,39
Bubble Guppies,MOVIE,2012,88,0.0,6.1,464.0,GB,1,animation,2,87,87
Treasure Inn,MOVIE,2011,97,0.0,5.4,359.0,HK,2,comedy,2,45,45
Monsieur Papa,MOVIE,2011,90,0.0,5.5,460.0,FR,1,comedy,2,37,37
Ambush at Dark Canyon,MOVIE,2012,90,0.0,4.8,470.0,US,1,western,1,4,4
The Marquis,MOVIE,2011,88,0.0,4.9,781.0,FR,1,comedy,4,37,37
Slaying the Dragon: Reloaded,MOVIE,2011,30,0.0,6.1,464.0,US,1,documentation,1,11,11
American Animal,MOVIE,2011,95,0.0,4.1,368.0,US,1,drama,2,5,5
Overheard 2,MOVIE,2011,121,0.0,6.7,1785.0,HK,1,drama,4,104,104
OH NO! It's An Alien Invasion,SHOW,2012,23,2.0,2.6,171.0,CA,1,comedy,3,76,76
Kimchi Chronicles,SHOW,2011,25,1.0,7.6,43.0,US,1,documentation,1,46,46
Collapse,MOVIE,2012,92,0.0,4.7,337.0,US,1,horror,2,7,7
Heathens and Thieves,MOVIE,2012,109,0.0,5.0,451.0,US,1,western,2,4,4
Last Hours in Suburbia,MOVIE,2012,87,0.0,5.4,698.0,US,1,thriller,2,3,3
A Haunting on Potter Street: The Potter Street Station,MOVIE,2012,76,0.0,5.1,163.0,US,1,drama,2,5,5
Kadhalil Sodhappuvadhu Yeppadi,MOVIE,2012,127,0.0,7.1,1407.0,IN,1,romance,2,72,72
Dream Defenders,SHOW,2011,23,1.0,6.2,23.0,SG,2,action,5,-1,-1
The Lithium Conspiracy,MOVIE,2012,104,0.0,6.4,84.0,XX,1,thriller,3,112,112
Gold Fools,MOVIE,2012,80,0.0,7.6,47.0,US,1,drama,2,5,5
Ghost Finders,SHOW,2011,45,9.0,5.9,35.0,,1,reality,1,163,163
Girls Like Us,MOVIE,2012,74,0.0,5.6,30.0,US,1,comedy,3,2,2
Galapagos Realm Of Giant Sharks,MOVIE,2012,70,0.0,6.9,44.0,,1,documentation,1,143,143
My Country,MOVIE,2011,95,0.0,6.2,298.0,BR,1,drama,4,99,99
The Lies We Tell But the Secrets We Keep Part 2,MOVIE,2012,97,0.0,6.7,147.0,US,1,drama,1,5,5
Lake Effects,MOVIE,2012,90,0.0,5.6,610.0,US,1,romance,3,1,1
Last Call,MOVIE,2012,81,0.0,4.0,526.0,US,1,comedy,1,2,2
The Perfect Victim,MOVIE,2012,82,0.0,7.6,70.0,US,1,documentation,3,11,11
At the Gate of the Ghost,MOVIE,2011,90,0.0,6.1,371.0,TH,1,thriller,2,-1,-1
Osthe,MOVIE,2011,157,0.0,3.6,742.0,IN,1,action,1,59,59
A Mother's Nightmare,MOVIE,2012,90,0.0,5.8,2159.0,US,2,thriller,2,3,3
Corrode,MOVIE,2011,92,0.0,6.6,319.0,IN,1,drama,1,40,40
The Crew,MOVIE,2012,81,0.0,5.3,8.0,US,1,comedy,1,2,2
Saattai,MOVIE,2012,138,0.0,7.3,619.0,IN,1,romance,3,72,72
A Mother's Love,MOVIE,2011,105,0.0,6.6,51.0,US,1,drama,3,5,5
Facebook Follies,MOVIE,2011,54,0.0,6.2,130.0,CA,1,documentation,1,120,120
Heavenly,MOVIE,2011,60,0.0,8.4,23.0,US,1,drama,1,5,5
Treasure Trader,SHOW,2012,22,1.0,7.1,19.0,,1,reality,2,163,163
Recognize,MOVIE,2012,92,0.0,3.5,76.0,US,1,thriller,4,3,3
Ajinkya,MOVIE,2012,108,0.0,4.5,23.0,IN,1,drama,3,40,40
A Secret World,MOVIE,2012,87,0.0,5.8,142.0,MX,1,drama,1,127,127
Dear Santa,MOVIE,2011,90,0.0,6.4,2794.0,CA,1,romance,2,131,131
Nick Di Paolo: Raw Nerve,MOVIE,2011,46,0.0,6.7,129.0,US,1,comedy,2,2,2
Finding Me: Truth,MOVIE,2011,100,0.0,5.8,48.0,US,1,romance,3,1,1
Teenage Bank Heist,MOVIE,2012,90,0.0,5.2,632.0,CA,2,thriller,1,39,39
Ishtam,MOVIE,2012,133,0.0,2.8,62.0,XX,1,romance,2,-1,-1
Poola Rangadu,MOVIE,2012,150,0.0,6.1,464.0,IN,1,drama,2,40,40
"Debra Digiovanni: Single, Awkward, Female",MOVIE,2011,52,0.0,6.2,145.0,US,1,comedy,1,2,2
The Hole Story,MOVIE,2011,79,0.0,8.1,40.0,CA,1,documentation,1,120,120
Marina,MOVIE,2012,125,0.0,5.7,384.0,IN,1,drama,2,40,40
Rifftrax: Frankenstein Island,MOVIE,2012,90,0.0,5.9,36.0,US,1,comedy,1,2,2
Transgenders: Pakistan's Open Secret,MOVIE,2011,53,0.0,6.1,464.0,,1,,1,13,13
Maggie's War (James Megellas: All The Way To Berlin),MOVIE,2012,58,0.0,7.9,47.0,US,1,documentation,1,11,11
The Custodian,MOVIE,2012,79,0.0,6.1,109.0,AU,1,fantasy,2,-1,-1
Hell's Fury: Wanted Dead or Alive,MOVIE,2012,90,0.0,3.4,41.0,US,1,western,1,4,4
Nora's Hair Salon 3: Shear Disaster,MOVIE,2011,84,0.0,6.1,464.0,XX,1,comedy,1,101,101
Jake Shimabukuro: Life on Four Strings,MOVIE,2012,54,0.0,7.9,118.0,US,1,music,2,14,14
Shatru,MOVIE,2011,150,0.0,6.0,304.0,IN,1,drama,4,40,40
Eddie Griffin: You Can Tell 'Em I Said It,MOVIE,2011,82,0.0,7.6,547.0,US,1,comedy,2,2,2
Sri Rama Rajyam,MOVIE,2011,150,0.0,6.9,1017.0,IN,1,fantasy,2,68,68
Aarohanam,MOVIE,2012,90,0.0,6.9,118.0,IN,1,drama,2,40,40
The License,MOVIE,2011,86,0.0,4.7,8.0,IT,1,european,2,-1,-1
Living Landscapes: World's Most Beautiful Sunrises and Sunsets,MOVIE,2011,60,0.0,6.1,464.0,,1,,1,13,13
Sundarapandian,MOVIE,2012,140,0.0,6.9,672.0,IN,1,drama,3,40,40
Baby u,SHOW,2011,24,1.0,6.1,464.0,US,1,,1,84,84
One Hit From Home,MOVIE,2012,91,0.0,4.4,286.0,US,1,drama,3,5,5
Prince William and Prince Harry: Into the Future,MOVIE,2011,49,0.0,6.1,464.0,US,1,,1,65,65
Craig Shoemaker: Daditude,MOVIE,2012,82,0.0,6.9,46.0,US,1,documentation,2,11,11
Hello Memsaheb,MOVIE,2011,145,0.0,5.5,150.0,IN,1,comedy,3,18,18
Birds of the Gods,MOVIE,2011,60,0.0,6.1,464.0,US,1,documentation,1,11,11
Rang Milanti,MOVIE,2011,125,0.0,6.9,112.0,IN,1,comedy,2,18,18
A Company Of Heroes,MOVIE,2012,58,0.0,8.3,39.0,US,1,documentation,1,11,11
Love Games,SHOW,2012,43,1.0,6.1,464.0,XX,1,drama,1,-1,-1
They Come to America,MOVIE,2012,104,0.0,5.9,276.0,US,1,documentation,1,11,11
The Black Kung Fu Experience,MOVIE,2012,57,0.0,6.7,59.0,US,1,history,2,52,52
"Bravo! Common Men, Uncommon Valor",MOVIE,2011,118,0.0,8.7,37.0,US,1,documentation,3,11,11
Pathirama Pathukkunga,MOVIE,2012,145,0.0,6.1,464.0,IN,1,drama,1,40,40
Richard Hammond's Crash Course,SHOW,2012,42,2.0,7.6,148.0,GB,2,action,2,25,25
Vazhakku Enn 18/9,MOVIE,2012,115,0.0,8.3,2258.0,IN,1,drama,3,40,40
"Tom Rhodes: Light, Sweet, Crude",MOVIE,2012,56,0.0,5.8,57.0,US,1,comedy,1,2,2
Rallying: The Killer Years,MOVIE,2012,52,0.0,6.1,464.0,GB,1,documentation,1,135,135
Hell at My Heels,MOVIE,2011,77,0.0,1.5,144.0,CA,1,western,2,-1,-1
The Perfect Sacrifice: When Heaven Comes To Earth,MOVIE,2011,59,0.0,6.1,464.0,,1,,1,13,13
Vitality,MOVIE,2012,30,0.0,7.1,55.0,US,1,documentation,1,11,11
The Connecticut Kid,MOVIE,2011,87,0.0,7.6,27.0,US,1,,1,65,65
Simhasanam,MOVIE,2012,153,0.0,3.2,182.0,IN,1,action,2,59,59
18 Vayasu,MOVIE,2012,150,0.0,5.1,18.0,IN,1,romance,3,72,72
Kanji Ishiwara: The Man Who Triggered the War,MOVIE,2012,51,0.0,6.1,464.0,FR,1,history,3,-1,-1
The Davincibles,SHOW,2011,12,1.0,5.7,34.0,,1,animation,1,153,153
Fist 2 Fist,MOVIE,2011,92,0.0,3.4,177.0,US,1,thriller,2,3,3
Kiss the Bride,MOVIE,2011,80,0.0,6.1,464.0,US,1,comedy,2,2,2
Bryan Callen: Man Class,MOVIE,2012,78,0.0,6.1,210.0,US,1,comedy,2,2,2
Grinders,MOVIE,2011,52,0.0,5.6,118.0,US,2,documentation,2,11,11
Khokababu,MOVIE,2012,157,0.0,5.2,266.0,IN,1,romance,2,72,72
Moon Point,MOVIE,2011,87,0.0,5.3,145.0,CA,1,comedy,1,41,41
The Key Man,MOVIE,2011,80,0.0,5.0,361.0,US,1,thriller,3,3,3
Tambyacha Vishnubala,MOVIE,2011,151,0.0,7.4,11.0,IN,1,drama,1,40,40
Win by Fall,MOVIE,2012,85,0.0,5.4,29.0,US,1,drama,2,5,5
Jacob's Hammer,MOVIE,2012,90,0.0,5.3,61.0,GB,1,horror,1,42,42
Nick Cannon Mr. Showbiz,MOVIE,2011,100,0.0,4.4,88.0,US,1,comedy,2,2,2
The People of the Kattawapiskak River,MOVIE,2012,50,0.0,7.2,16.0,CA,1,documentation,1,120,120
Parts of the Same Circle,MOVIE,2012,120,0.0,4.7,12.0,US,1,romance,3,1,1
Sharyat,MOVIE,2011,127,0.0,6.3,17.0,IN,1,action,1,59,59
On the Outside,MOVIE,2011,79,0.0,5.8,8.0,CZ,1,documentation,3,-1,-1
Dick Winters: Hang Tough,MOVIE,2012,57,0.0,8.3,68.0,US,1,documentation,1,11,11
Little Bite in the Big City,MOVIE,2011,71,0.0,1.5,154.0,RU,1,animation,3,-1,-1
"Fighter, Marbo Noy Morbo",MOVIE,2011,160,0.0,6.3,206.0,IN,1,drama,3,40,40
This Is Who I Am,MOVIE,2012,85,0.0,5.2,465.0,US,1,drama,2,5,5
Gajaar: Journey of the Soul,MOVIE,2011,114,0.0,8.2,54.0,IN,1,drama,1,40,40
Legend of a Warrior,MOVIE,2012,78,0.0,6.9,27.0,CA,1,documentation,1,120,120
Aayna Ka Bayna,MOVIE,2012,94,0.0,6.0,59.0,IN,1,music,1,-1,-1
The Terror Routes,SHOW,2011,80,1.0,8.3,61.0,FR,1,documentation,1,152,152
Vikings,SHOW,2013,45,6.0,8.5,508388.0,CA,1,action,6,128,128
Black Sails,SHOW,2014,56,4.0,8.2,102055.0,US,1,action,2,78,78
The Americans,SHOW,2013,48,6.0,8.4,96213.0,US,1,crime,3,164,164
The Fall,SHOW,2013,61,3.0,8.1,101747.0,IE,1,crime,3,-1,-1
Nathan For You,SHOW,2013,25,4.0,8.9,25396.0,US,1,comedy,2,21,21
Coherence,MOVIE,2013,88,0.0,7.2,122615.0,US,2,scifi,5,15,15
Endeavour,SHOW,2013,90,8.0,8.6,24610.0,GB,1,drama,3,44,44
Ray Donovan,SHOW,2013,53,7.0,8.3,85387.0,US,1,drama,2,30,30
World War Z,MOVIE,2013,116,0.0,7.0,648063.0,US,1,scifi,4,15,15
Inside Llewyn Davis,MOVIE,2013,104,0.0,7.4,151521.0,FR,3,drama,4,27,27
Pain & Gain,MOVIE,2013,130,0.0,6.4,214330.0,US,1,crime,5,6,6
The White Queen,SHOW,2013,60,1.0,7.8,26382.0,GB,1,drama,5,44,44
Detectorists,SHOW,2014,29,3.0,8.6,13641.0,GB,1,comedy,2,77,77
The Missing,SHOW,2014,58,2.0,8.2,25769.0,GB,1,crime,3,160,160
Grantchester,SHOW,2014,52,7.0,7.9,13458.0,GB,1,drama,3,44,44
Star Trek Into Darkness,MOVIE,2013,132,0.0,7.7,479226.0,US,1,scifi,2,15,15
Oculus,MOVIE,2013,104,0.0,6.5,126675.0,US,1,horror,1,7,7
Nebraska,MOVIE,2013,115,0.0,7.7,117147.0,US,1,action,3,0,0
Carrie,MOVIE,2013,100,0.0,5.9,138602.0,US,1,horror,2,7,7
Utopia,SHOW,2013,51,2.0,8.4,45874.0,GB,1,scifi,4,86,86
The Affair,SHOW,2014,59,5.0,7.9,44661.0,US,1,drama,1,30,30
The Tunnel,SHOW,2013,47,3.0,7.8,8990.0,GB,1,thriller,5,-1,-1
The Bridge,SHOW,2013,43,2.0,7.6,19045.0,US,1,drama,3,30,30
Europa Report,MOVIE,2013,90,0.0,6.4,70750.0,US,1,scifi,4,15,15
Blaze and the Monster Machines,SHOW,2014,22,6.0,5.5,816.0,US,1,animation,5,81,81
Blackfish,MOVIE,2013,83,0.0,8.1,65607.0,US,1,documentation,2,11,11
Da Vinci's Demons,SHOW,2013,54,3.0,7.9,76149.0,US,1,drama,4,30,30
Rogue,SHOW,2013,51,4.0,6.8,2803.0,CA,2,drama,4,111,111
G.I. Joe: Retaliation,MOVIE,2013,110,0.0,5.7,180403.0,US,1,thriller,3,3,3
The Hundred-Foot Journey,MOVIE,2014,122,0.0,7.3,81496.0,IN,3,drama,2,40,40
The Village,SHOW,2013,59,2.0,7.7,2229.0,GB,1,drama,1,44,44
A Very British Murder with Lucy Worsley,SHOW,2013,50,1.0,8.1,215.0,GB,1,documentation,1,28,28
What If,MOVIE,2013,93,0.0,6.8,76726.0,IE,2,drama,4,122,122
Hansel & Gretel: Witch Hunters,MOVIE,2013,88,0.0,6.1,204550.0,US,2,horror,3,7,7
The Musketeers,SHOW,2014,56,3.0,7.8,22080.0,GB,1,action,3,25,25
Fading Gigolo,MOVIE,2013,98,0.0,6.2,24440.0,US,1,comedy,2,2,2
Ida,MOVIE,2013,80,0.0,7.4,57088.0,PL,4,drama,2,-1,-1
Hand of God,SHOW,2014,54,2.0,7.4,11382.0,US,1,drama,2,30,30
Ukraine Is Not a Brothel,MOVIE,2013,78,0.0,6.1,405.0,AU,2,documentation,1,141,141
Faults,MOVIE,2014,90,0.0,6.7,8990.0,US,1,crime,3,6,6
Honeymoon,MOVIE,2014,88,0.0,5.7,25442.0,US,1,horror,6,7,7
Jackass Presents: Bad Grandpa,MOVIE,2013,92,0.0,6.5,94295.0,US,1,comedy,1,2,2
The Taking of Deborah Logan,MOVIE,2014,90,0.0,6.0,30676.0,US,1,thriller,2,3,3
Portrait Artist of the Year,SHOW,2013,44,8.0,8.4,255.0,GB,1,documentation,3,28,28
Odd Thomas,MOVIE,2013,100,0.0,6.8,52520.0,US,1,thriller,5,3,3
Our Girl,SHOW,2014,57,5.0,7.7,4004.0,GB,1,war,5,80,80
Sharknado,MOVIE,2013,86,0.0,3.3,49174.0,US,1,fantasy,6,8,8
Anna,MOVIE,2013,99,0.0,6.4,23353.0,GB,4,drama,4,16,16
The Silent Mountain,MOVIE,2014,95,0.0,5.5,678.0,US,2,romance,5,1,1
Phantom,MOVIE,2013,99,0.0,5.9,14275.0,US,1,thriller,4,3,3
Generation War,SHOW,2013,92,1.0,8.5,29082.0,DE,1,drama,5,173,173
Allies,MOVIE,2014,90,0.0,5.1,952.0,GB,1,action,3,32,32
Atlantis,SHOW,2013,45,2.0,5.8,27.0,GB,1,scifi,5,86,86
Pride,MOVIE,2014,122,0.0,7.8,55432.0,FR,2,drama,4,27,27
Jo,SHOW,2013,46,1.0,6.5,1400.0,FR,1,action,4,-1,-1
Gracepoint,SHOW,2014,44,1.0,7.1,6219.0,US,1,crime,1,164,164
The Fosters,SHOW,2013,42,5.0,7.9,27588.0,US,1,drama,2,30,30
The Great Train Robbery,SHOW,2013,91,1.0,7.3,4126.0,GB,1,drama,5,44,44
Red Oaks,SHOW,2014,26,3.0,7.9,11488.0,US,1,comedy,3,21,21
Romeo & Juliet,MOVIE,2013,118,0.0,5.7,11839.0,GB,1,drama,3,16,16
Mozart in the Jungle,SHOW,2014,28,4.0,8.1,24412.0,US,1,comedy,3,21,21
Battle of Westerplatte,MOVIE,2013,118,0.0,5.0,858.0,LT,2,drama,4,-1,-1
Mayday,SHOW,2013,53,1.0,6.6,1490.0,GB,1,drama,3,44,44
Spies of Warsaw,SHOW,2013,45,1.0,6.8,2333.0,GB,1,drama,5,44,44
Afflicted,MOVIE,2014,85,0.0,6.2,23370.0,CA,1,thriller,3,39,39
The Island with Bear Grylls,SHOW,2014,47,6.0,7.2,1276.0,GB,1,reality,1,108,108
Big Dreams Small Spaces,SHOW,2014,57,3.0,8.1,331.0,GB,1,reality,2,108,108
Prey,SHOW,2014,46,2.0,7.2,3194.0,GB,1,crime,3,160,160
Hector and the Search for Happiness,MOVIE,2014,114,0.0,6.9,47730.0,GB,4,drama,3,16,16
Dead Snow 2: Red vs. Dead,MOVIE,2014,100,0.0,6.9,24343.0,IS,4,horror,5,-1,-1
Transparent,SHOW,2014,29,5.0,7.8,22413.0,US,1,comedy,2,21,21
Odd Squad,SHOW,2014,23,3.0,7.2,1098.0,US,1,comedy,5,21,21
Penelope Keith's Hidden Villages,SHOW,2014,47,3.0,8.7,173.0,GB,1,documentation,2,28,28
Earth to Echo,MOVIE,2014,89,0.0,5.7,18988.0,US,1,action,3,0,0
The Angriest Man in Brooklyn,MOVIE,2014,84,0.0,5.7,22274.0,US,1,comedy,2,2,2
The Next Step,SHOW,2013,24,7.0,5.9,1928.0,CA,1,drama,3,111,111
Boys,MOVIE,2014,78,0.0,5.2,6.0,NL,1,drama,4,48,48
Valley Uprising,MOVIE,2014,99,0.0,8.1,5680.0,US,1,action,2,0,0
CBGB,MOVIE,2013,101,0.0,6.1,464.0,US,1,drama,1,5,5
Scavengers,MOVIE,2013,94,0.0,2.8,1002.0,US,1,action,6,0,0
Before I Go to Sleep,MOVIE,2014,92,0.0,6.3,77958.0,SE,3,thriller,4,-1,-1
After the Dark,MOVIE,2013,107,0.0,5.7,22200.0,ID,2,fantasy,4,-1,-1
Knights of Badassdom,MOVIE,2013,86,0.0,5.5,20465.0,US,1,horror,4,7,7
Blood of Redemption,MOVIE,2013,85,0.0,4.4,1671.0,US,1,thriller,4,3,3
The Lifeguard,MOVIE,2013,98,0.0,5.6,14665.0,US,1,comedy,3,2,2
The Killer Speaks,SHOW,2013,43,2.0,7.4,303.0,US,1,documentation,2,46,46
Cuban Fury,MOVIE,2014,98,0.0,6.2,18826.0,GB,1,comedy,4,43,43
Afternoon Delight,MOVIE,2013,95,0.0,5.7,10617.0,US,1,drama,2,5,5
INXS : Never Tear Us Apart,SHOW,2014,90,1.0,7.7,1319.0,AU,1,drama,2,109,109
The Mill,SHOW,2013,47,2.0,7.4,1091.0,GB,1,drama,1,44,44
The Grand Seduction,MOVIE,2014,112,0.0,7.0,17436.0,CA,1,comedy,1,41,41
Alpha House,SHOW,2013,27,2.0,7.5,4592.0,US,1,drama,2,30,30
The Dark Valley,MOVIE,2014,115,0.0,7.1,13230.0,AT,2,drama,5,-1,-1
The Cat in the Hat Knows a Lot About That!,SHOW,2013,19,3.0,6.4,620.0,US,3,animation,5,81,81
Ragnarok,MOVIE,2013,120,0.0,5.9,8230.0,NO,1,action,3,-1,-1
Broadway Musicals: A Jewish Legacy,MOVIE,2013,90,0.0,8.1,91.0,US,1,documentation,1,11,11
The Starving Games,MOVIE,2013,83,0.0,3.2,20383.0,US,1,comedy,2,2,2
A Brilliant Young Mind,MOVIE,2014,111,0.0,7.1,28872.0,GB,1,drama,2,16,16
Two Night Stand,MOVIE,2014,85,0.0,6.3,69275.0,US,1,romance,2,1,1
